MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,address,Dist_from_Center_ft,Log_SalePrice
20,RL,70.0,8696,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,3,3,PConc,4,3,4,6,1308.0,1,0.0,110.0,1418.0,GasA,5,1,SBrkr,1418,0,0,1418,1.0,0.0,2,0,3,1,4,5,7,1,3,Attchd,1997.0,2,2.0,558.0,3,3,2,208,110,0,0,0,0,0,0,None,0,5,2008,WD,Normal,5315 THACKERAY DR,20276.421367297768,12.328294703023394
60,RL,70.0,13142,Pave,None,2,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,3,3,PConc,4,3,1,6,688.0,1,0.0,176.0,864.0,GasA,5,1,SBrkr,872,899,0,1771,1.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,1997.0,2,2.0,600.0,3,3,2,0,96,0,0,0,0,0,0,None,0,7,2008,WD,Normal,5249 THACKERAY DR,20004.566638715238,12.281643832377247
60,RL,68.0,8998,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4,3,2,6,527.0,1,0.0,255.0,782.0,GasA,5,1,SBrkr,782,870,0,1652,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2000.0,2,2.0,532.0,3,3,2,0,70,0,0,0,0,0,0,None,0,6,2008,WD,Normal,5334 CERVANTES DR,20274.16167175033,12.24288661865289
60,RL,68.0,9179,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,4,3,PConc,4,3,1,6,633.0,1,0.0,240.0,873.0,GasA,5,1,SBrkr,882,908,0,1790,1.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,1999.0,2,2.0,588.0,3,3,2,0,88,0,0,0,0,0,0,None,0,6,2008,WD,Abnorml,5322 CERVANTES DR,20134.729141304095,12.170445467887022
60,RL,57.0,8924,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,1,0.0,1,0.0,880.0,880.0,GasA,5,1,SBrkr,880,844,0,1724,0.0,0.0,2,1,3,1,4,8,7,0,0,Attchd,1998.0,3,2.0,527.0,3,3,2,120,155,0,0,0,0,0,0,None,0,7,2008,WD,Normal,5213 CERVANTES DR,19704.527858887624,12.144197241812087
20,RL,93.0,9382,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1468.0,1468.0,GasA,5,1,SBrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1999.0,2,2.0,577.0,3,3,2,120,25,0,0,0,0,0,0,None,0,7,2008,WD,Normal,5212 CERVANTES DR,19695.753077961854,12.160028707028767
20,RL,88.0,12803,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,4,3,PConc,4,3,2,6,922.0,1,0.0,572.0,1494.0,GasA,5,1,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,2002.0,2,2.0,530.0,3,3,2,192,36,0,0,0,0,0,0,None,0,9,2008,WD,Normal,5427 CLEMENS BLVD,20672.369260338615,12.30591798049989
60,RL,80.0,12435,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4,3,1,6,361.0,1,0.0,602.0,963.0,GasA,5,1,SBrkr,963,829,0,1792,0.0,0.0,2,1,3,1,4,7,7,1,3,Attchd,2001.0,2,2.0,564.0,3,3,2,0,96,0,245,0,0,0,0,None,0,5,2008,WD,Normal,717 WILDER BLVD,19857.89335998931,12.352335152508426
60,RL,75.0,12192,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,663.0,1,0.0,265.0,928.0,GasA,5,1,SBrkr,928,895,0,1823,1.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2000.0,2,2.0,626.0,3,3,2,192,36,0,0,0,0,0,0,Shed,4500,5,2008,WD,Normal,712 WILDER BLVD,19629.54845852056,12.367340793126296
60,RL,68.0,11250,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,4,3,PConc,4,3,2,6,486.0,1,0.0,434.0,920.0,GasA,5,1,SBrkr,920,866,0,1786,1.0,0.0,2,1,3,1,4,6,7,1,3,Attchd,2001.0,2,2.0,608.0,3,3,2,0,42,0,0,0,0,0,0,None,0,9,2008,WD,Normal,718 WILDER BLVD,19639.973724339212,12.31716669303576
20,RL,70.0,9200,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,3,2,280.0,4,491.0,167.0,938.0,GasA,3,1,SBrkr,938,0,0,938,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1977.0,1,1.0,308.0,3,3,2,145,0,0,0,0,0,0,3,None,0,7,2008,WD,Normal,5106 TODD DR,18858.766031258303,11.777210959615614
80,RL,65.0,8385,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,4,3,CBlock,4,4,3,6,595.0,1,0.0,390.0,985.0,GasA,3,1,SBrkr,985,0,0,985,0.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1977.0,1,1.0,328.0,3,3,2,210,0,0,0,0,0,0,0,None,0,11,2008,WD,Normal,5124 SCHUBERT ST,19049.958027997603,11.917723684090689
20,RL,70.0,12250,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,2,5,781.0,1,0.0,83.0,864.0,GasA,5,1,SBrkr,1174,0,0,1174,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1978.0,1,2.0,528.0,3,3,2,211,0,280,0,0,0,0,0,None,0,5,2008,WD,Normal,410 THACKERAY AVE,18945.912189897634,11.970350312009105
80,RL,70.0,10970,Pave,None,2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4,4,4,6,505.0,2,435.0,0.0,940.0,GasA,3,1,SBrkr,1026,0,0,1026,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1981.0,1,2.0,576.0,3,2,2,0,0,34,0,0,0,0,3,None,0,10,2008,WD,Normal,5027 EMERSON DR,18761.93224371581,11.898187865760873
20,RL,70.0,9216,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3,3,3,5,294.0,1,0.0,782.0,1076.0,GasA,3,1,SBrkr,1076,0,0,1076,0.0,0.0,1,1,3,1,3,5,7,1,2,Detchd,1985.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,3,None,0,9,2008,WD,Abnorml,318 THACKERAY AVE,18665.208426362085,11.87196261669798
20,RL,40.0,14330,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,88.0,5,596.0,180.0,864.0,GasA,3,1,SBrkr,1558,0,0,1558,1.0,0.0,2,0,2,1,3,5,5,0,0,Attchd,1975.0,3,2.0,440.0,3,3,2,140,0,239,0,227,0,0,0,None,0,8,2008,WD,Normal,307 SCHUBERT CIR,18495.35691305735,12.0015054797889
20,RL,88.0,7990,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,924.0,924.0,GasA,3,1,SBrkr,924,0,0,924,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1981.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,3,None,0,4,2008,WD,Normal,4915 SCHUBERT ST,18305.710572883316,11.608235644774552
20,RL,60.0,7180,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,390.0,1,0.0,474.0,864.0,GasA,3,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1989.0,1,1.0,352.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2008,WD,Normal,324 ROCKWELL AVE,17955.111655873832,11.751942365440728
20,RL,60.0,7200,Pave,None,3,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,632.0,1,0.0,148.0,780.0,GasA,5,1,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1973.0,1,1.0,352.0,3,3,2,196,0,0,0,0,0,0,3,None,0,1,2008,WD,Normal,307 ROCKWELL AVE,18127.68736733633,11.73526869611367
20,RL,75.0,9742,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1777.0,1777.0,GasA,5,1,SBrkr,1795,0,0,1795,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2002.0,2,2.0,534.0,3,3,2,171,159,0,0,0,0,0,0,None,0,9,2008,WD,Normal,505 SMILEY AVE,19413.31327525007,12.345834587905333
60,RL,75.0,9473,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,804.0,1,0.0,324.0,1128.0,GasA,5,1,SBrkr,1128,903,0,2031,1.0,0.0,2,1,3,1,4,7,7,1,4,Attchd,2002.0,2,2.0,577.0,3,3,2,0,211,0,0,0,0,0,0,None,0,3,2008,WD,Normal,522 SMILEY AVE,19254.17909138361,12.375815420117268
60,RL,70.0,10316,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,735.0,1,0.0,257.0,992.0,GasA,5,1,SBrkr,992,873,0,1865,1.0,0.0,2,1,3,1,4,7,7,1,3,Attchd,2000.0,2,3.0,839.0,3,3,2,0,184,0,0,0,0,0,0,None,0,6,2008,WD,Normal,4916 HEMINGWAY DR,18888.826270363425,12.367340793126296
60,RL,70.0,10400,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1257.0,1257.0,GasA,5,1,SBrkr,1290,871,0,2161,0.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,2001.0,2,2.0,570.0,3,3,2,0,84,0,0,0,0,0,0,None,0,6,2008,WD,Normal,4812 HEMINGWAY DR,18476.325787582846,12.348006141418841
60,RL,73.0,9066,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,2,6,668.0,1,0.0,336.0,1004.0,GasA,5,1,SBrkr,1004,848,0,1852,0.0,0.0,2,1,3,1,4,7,7,2,3,Attchd,1999.0,3,3.0,660.0,3,3,2,224,106,0,0,0,0,0,4,None,0,12,2008,WD,Normal,519 POE CIR,18510.41807029985,12.345834587905333
60,RL,75.0,11404,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,3,5,252.0,1,0.0,901.0,1153.0,GasA,5,1,SBrkr,1153,878,0,2031,0.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,1998.0,3,2.0,541.0,3,3,2,192,84,0,0,0,0,0,0,None,0,7,2008,WD,Normal,4709 CLEMENS BLVD,18094.02747358638,12.312682380588432
60,RL,70.0,9240,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1055.0,1055.0,GasA,5,1,SBrkr,1055,1208,0,2263,0.0,0.0,2,1,3,1,4,7,7,1,3,BuiltIn,2001.0,3,2.0,905.0,3,3,2,0,45,0,0,189,0,0,0,None,0,9,2008,WD,Normal,521 BROWN CT,18822.008830945513,12.567237494741757
60,RL,70.0,9720,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,4,3,PConc,4,3,2,6,1194.0,1,0.0,163.0,1357.0,GasA,5,1,SBrkr,1366,581,0,1947,1.0,0.0,2,1,3,1,4,7,7,1,3,BuiltIn,2001.0,3,3.0,725.0,3,3,2,168,116,0,0,0,0,0,0,None,0,1,2008,WD,Normal,515 BROWN CT,18815.326431968086,12.520883385370206
20,RL,70.0,14860,Pave,None,1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,4,3,PConc,5,3,4,6,1538.0,1,0.0,240.0,1778.0,GasA,5,1,SBrkr,1786,0,0,1786,1.0,0.0,2,0,3,1,4,6,7,1,4,Attchd,2002.0,2,3.0,715.0,3,3,2,182,35,0,0,0,0,0,0,None,0,6,2008,WD,Normal,502 BROWN CT,18632.412905006222,12.611537753638338
60,RL,70.0,11250,Pave,None,3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CemntBd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1128.0,1128.0,GasA,5,1,SBrkr,1149,1141,0,2290,0.0,0.0,2,1,4,1,4,9,7,1,4,Attchd,2002.0,1,2.0,779.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2008,WD,Normal,5002 CLEMENS BLVD,19138.61143800462,12.45254202214788
60,RL,65.0,8158,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4,3,1,6,550.0,1,0.0,334.0,884.0,GasA,5,1,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,7,0,0,Attchd,2003.0,2,2.0,543.0,3,3,2,0,63,0,0,0,0,0,0,None,0,7,2008,WD,Normal,5013 KEATS ST,19289.256225680092,12.323411137947407
60,RL,41.0,10905,Pave,None,1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1129.0,1129.0,GasA,5,1,SBrkr,1129,1198,0,2327,0.0,0.0,2,1,4,1,4,9,7,1,4,BuiltIn,2003.0,2,2.0,596.0,3,3,2,0,57,0,0,0,0,0,0,None,0,8,2008,WD,Normal,801 TENNYSON AVE,19504.157754606418,12.388394202324129
60,RL,72.0,7226,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,798.0,798.0,GasA,5,1,SBrkr,798,842,0,1640,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2003.0,2,2.0,595.0,3,3,2,0,45,0,0,0,0,0,0,None,0,6,2008,WD,Normal,805 TENNYSON AVE,19506.57861784295,12.117241431823558
60,RL,96.0,11690,Pave,None,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,4,3,PConc,4,3,3,1,0.0,1,0.0,850.0,850.0,GasA,5,1,SBrkr,886,878,0,1764,0.0,0.0,2,1,3,1,4,7,7,1,3,Attchd,1999.0,1,2.0,560.0,3,3,2,120,29,0,0,0,0,0,0,None,0,6,2008,WD,Normal,619 POE AVE,18396.021638864124,12.240474072247506
60,RL,70.0,8750,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,3,1,6,642.0,1,0.0,273.0,915.0,GasA,5,1,SBrkr,933,975,0,1908,1.0,0.0,2,1,4,1,4,8,7,1,3,Attchd,1994.0,1,2.0,493.0,3,3,2,144,133,0,0,0,0,0,0,None,0,7,2008,WD,Normal,4532 CLEMENS BLVD,17358.83281714777,12.254862809699606
120,RM,37.0,4435,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,686.0,1,0.0,162.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,3,7,0,0,Attchd,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,None,0,3,2008,WD,Normal,4619 TWAIN ST,17772.658329252896,11.824079893607152
120,RM,70.0,4426,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4,3,PConc,4,3,2,6,662.0,1,0.0,186.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,3,7,0,0,Attchd,2004.0,2,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,None,0,2,2008,WD,Normal,4717 TWAIN ST,18138.696726933355,11.884489021402711
20,RL,75.0,13125,Pave,None,3,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,3,3,PConc,4,3,4,6,994.0,1,0.0,484.0,1478.0,GasA,5,1,SBrkr,1493,0,0,1493,1.0,0.0,2,0,3,1,4,7,7,1,3,Attchd,1997.0,3,2.0,508.0,3,3,2,140,39,0,0,0,0,0,0,None,0,4,2008,WD,Normal,606 DOYLE AVE,17021.500654351297,12.249610947544657
90,RM,83.0,10126,Pave,None,3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,4,6,1593.0,2,162.0,83.0,1838.0,GasA,5,1,SBrkr,1838,0,0,1838,2.0,0.0,2,0,2,2,3,8,7,0,0,Attchd,1998.0,1,3.0,721.0,3,3,2,160,67,0,0,0,0,0,0,None,0,7,2008,WD,Abnorml,4551 TWAIN CIR,17443.340337260197,12.128111104060462
20,RL,70.0,9135,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,4,3,PConc,4,3,3,6,810.0,1,0.0,726.0,1536.0,GasA,5,1,SBrkr,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2002.0,2,2.0,532.0,3,3,2,192,74,0,0,0,0,0,0,None,0,12,2008,WD,Normal,812 TENNYSON AVE,19332.21994300268,12.273731294003989
60,RL,65.0,8450,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,1,6,706.0,1,0.0,150.0,856.0,GasA,5,1,SBrkr,856,854,0,1710,1.0,0.0,2,1,3,1,4,8,7,0,0,Attchd,2003.0,2,2.0,548.0,3,3,2,0,61,0,0,0,0,0,0,None,0,2,2008,WD,Normal,821 MILLER AVE,19220.65574730029,12.247694320220994
20,RL,75.0,9750,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1421.0,1445.0,GasA,5,1,SBrkr,1445,0,0,1445,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2004.0,1,2.0,470.0,3,3,2,0,35,0,0,0,0,0,0,None,0,6,2008,WD,Normal,4901 WALLER ST,18925.574977755372,12.136186518066006
20,RL,65.0,8450,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4,3,PConc,4,3,2,6,946.0,1,0.0,490.0,1436.0,GasA,5,1,SBrkr,1436,0,0,1436,1.0,0.0,2,0,3,1,4,8,7,0,0,Attchd,2004.0,1,2.0,484.0,3,3,2,139,98,0,0,0,0,0,0,None,0,4,2008,WD,Normal,4817 WALLER ST,18754.384035021732,12.254862809699606
60,RL,64.0,8320,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,490.0,1,0.0,280.0,770.0,GasA,5,1,SBrkr,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2004.0,2,2.0,520.0,3,3,2,0,45,0,0,0,0,0,0,None,0,9,2008,WD,Normal,4811 WALLER ST,18699.570346307137,12.132964173709535
20,RL,85.0,11049,Pave,None,3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1234.0,1234.0,GasA,5,1,SBrkr,1234,0,0,1234,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2007.0,2,2.0,484.0,3,3,2,0,30,0,0,0,0,0,0,None,0,1,2008,WD,Normal,4805 WALLER ST,18636.336681507175,12.100156419938624
20,RL,85.0,11058,Pave,None,3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,4,3,PConc,4,3,1,6,56.0,1,0.0,1508.0,1564.0,GasA,5,1,SBrkr,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2007.0,2,3.0,814.0,3,3,2,0,24,0,0,0,0,0,0,None,0,2,2008,WD,Normal,804 POE AVE,18242.021589888667,12.2960778698166
20,RL,74.0,9627,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,24.0,1,0.0,1327.0,1351.0,GasA,5,1,SBrkr,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2007.0,2,2.0,610.0,3,3,2,0,50,0,0,0,0,0,0,None,0,6,2008,WD,Normal,822 POE AVE,18273.374613463126,12.170445467887022
60,RL,63.0,8199,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,PConc,4,3,3,6,648.0,1,0.0,80.0,728.0,GasA,5,1,SBrkr,728,728,0,1456,1.0,0.0,2,1,3,1,4,7,7,1,4,Attchd,2005.0,3,2.0,410.0,3,3,2,36,18,0,0,0,0,0,0,None,0,10,2008,WD,Normal,1002 POE AVE,18465.640646360298,12.14950229404178
120,RM,70.0,4426,Pave,None,3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,4,3,PConc,4,3,3,6,697.0,1,0.0,151.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,3,7,1,3,Attchd,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,0,None,0,5,2008,WD,Normal,4716 TWAIN ST,18161.804163559143,11.913712983527281
