MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,address,Dist_from_Center_ft
20,RL,72.0,7758,Pave,None,2,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,3,3,1,5,588.0,1,0.0,411.0,999.0,GasA,4,1,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,4,6,7,0,0,Detchd,1963.0,1,1.0,264.0,3,3,2,0,132,0,0,0,0,0,0,None,0,3,2007,WD,Normal,132500.0,4106 TORONTO ST,16233.54263925906
20,RL,85.0,6970,Pave,None,3,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,932.0,1,0.0,108.0,1040.0,GasA,3,1,SBrkr,1120,0,0,1120,1.0,0.0,1,1,3,1,2,5,7,0,0,Attchd,1961.0,2,2.0,544.0,3,3,2,168,0,0,0,0,0,0,0,Shed,400,5,2007,WD,Normal,129000.0,1304 GARFIELD AVE,14918.10638275661
20,RL,40.0,13673,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,1140.0,1140.0,GasA,3,1,SBrkr,1696,0,0,1696,0.0,0.0,1,1,3,1,3,8,5,1,3,Attchd,1962.0,2,1.0,349.0,3,3,2,0,30,0,0,0,0,0,0,None,0,3,2007,WD,Normal,143900.0,1328 GARFIELD AVE,14977.027395797291
20,RL,84.0,7476,Pave,None,3,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,812.0,1,0.0,228.0,1040.0,GasA,3,1,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,7,0,0,Detchd,1991.0,3,2.0,686.0,3,3,2,188,0,0,0,0,0,0,0,None,0,6,2007,WD,Normal,145000.0,4004 TORONTO ST,15840.987501583335
20,RL,72.0,9945,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,3,3,CBlock,3,3,1,3,827.0,1,0.0,161.0,988.0,GasA,3,1,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1963.0,1,2.0,572.0,3,3,2,0,0,0,0,0,0,0,0,None,0,10,2007,WD,Normal,128500.0,1308 ALBERTA AVE,15946.916378468895
20,RL,72.0,6173,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3,3,1,6,599.0,1,0.0,277.0,876.0,GasA,3,1,SBrkr,902,0,0,902,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1967.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,3,None,0,8,2007,WD,Normal,125500.0,1322 ALABAMA LN,15660.16348360277
60,RL,80.0,19522,Pave,None,2,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,4,3,PConc,4,3,1,6,727.0,1,0.0,496.0,1223.0,GasA,4,1,SBrkr,1271,1232,0,2503,1.0,0.0,2,1,3,1,4,7,7,1,3,Attchd,1990.0,2,2.0,564.0,3,3,2,0,99,0,0,182,0,0,0,None,0,2,2007,WD,Normal,300000.0,3321 KINGMAN RD,13404.373130707361
60,RL,80.0,17542,Pave,None,2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,4,2,125.0,5,1031.0,36.0,1192.0,GasA,3,1,SBrkr,1516,651,0,2167,1.0,0.0,2,1,3,1,4,9,7,2,4,Attchd,1974.0,2,2.0,518.0,3,3,2,220,47,0,0,0,0,0,3,None,0,7,2007,WD,Normal,294000.0,3320 KINGMAN RD,13303.545542634767
20,RL,44.0,10751,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,3,3,CBlock,2,3,4,5,787.0,1,0.0,250.0,1037.0,GasA,3,1,SBrkr,1037,0,0,1037,1.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1974.0,2,2.0,431.0,3,3,2,136,47,0,0,0,0,0,0,None,0,8,2007,WD,Normal,129000.0,1324 SCOTT CIR,12686.371982113575
85,RL,72.0,16647,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1390.0,1,0.0,0.0,1390.0,GasA,3,1,SBrkr,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,5,2,3,Basement,1975.0,3,2.0,611.0,3,3,2,0,0,0,0,0,0,0,0,None,0,1,2007,WD,Normal,171000.0,1318 WISCONSIN CIR,12969.904036214342
20,RL,43.0,12712,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,6,7,1973,2006,Gable,CompShg,CemntBd,CemntBd,None,0.0,3,3,CBlock,4,3,2,5,968.0,1,0.0,76.0,1044.0,GasA,3,1,SBrkr,1055,0,0,1055,1.0,0.0,1,0,2,1,4,5,7,1,3,Attchd,1973.0,2,2.0,542.0,3,3,2,455,0,0,0,0,0,0,0,None,0,1,2007,WD,Abnorml,147000.0,1323 WISCONSIN CIR,13180.648072824266
60,RL,89.0,9572,Pave,None,2,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,4,3,PConc,5,3,1,6,482.0,1,0.0,971.0,1453.0,GasA,5,1,SBrkr,1453,1357,0,2810,0.0,0.0,2,1,4,1,4,9,7,1,5,Attchd,1990.0,2,2.0,750.0,4,4,2,500,0,0,0,0,0,0,0,None,0,6,2007,WD,Normal,302000.0,3118 MAPLEWOOD RD,13537.236464349293
50,RL,85.0,10678,Pave,None,3,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,4,3,1,6,700.0,1,0.0,983.0,1683.0,GasA,5,1,SBrkr,2129,743,0,2872,0.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1992.0,3,2.0,541.0,3,3,2,0,33,0,0,0,0,0,0,None,0,4,2007,WD,Normal,285000.0,2430 RIDGETOP CIR,12753.53268052877
120,FV,45.0,4379,Pave,None,2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,3,6,851.0,1,0.0,527.0,1378.0,GasA,5,1,SBrkr,1378,0,0,1378,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2004.0,3,2.0,540.0,3,3,2,160,56,0,0,0,0,0,0,None,0,7,2007,WD,Normal,214000.0,2825 BUCKINGHAM CT,12488.973326847494
120,FV,80.0,3523,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,4,3,PConc,4,3,1,6,60.0,1,0.0,1081.0,1141.0,GasA,5,1,SBrkr,1151,0,0,1151,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2006.0,3,2.0,484.0,3,3,2,0,60,0,0,0,0,0,0,None,0,2,2007,New,Partial,166000.0,2809 BRISTOL DR,12256.74690508858
120,FV,32.0,3784,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,1,6,60.0,1,0.0,1451.0,1511.0,GasA,5,1,SBrkr,1565,0,0,1565,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2006.0,3,2.0,476.0,3,3,2,0,120,0,0,0,0,0,0,None,0,2,2007,New,Partial,193800.0,2807 BRISTOL DR,12221.53273153259
120,FV,47.0,4230,Pave,Pave,3,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,1,1,0.0,1,0.0,1352.0,1352.0,GasA,5,1,SBrkr,1352,0,0,1352,0.0,0.0,2,0,2,1,4,5,7,1,4,Attchd,2006.0,2,2.0,466.0,3,3,2,0,241,0,0,0,0,0,0,None,0,4,2007,New,Partial,208900.0,2818 NORTHRIDGE LN,12409.245823394702
120,FV,40.0,3606,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,1,6,937.0,1,0.0,415.0,1352.0,GasA,5,1,SBrkr,1352,0,0,1352,1.0,0.0,2,0,2,1,4,5,7,1,4,Attchd,2006.0,2,2.0,466.0,3,3,2,0,241,0,0,0,0,0,0,None,0,8,2007,New,Partial,194000.0,2816 NORTHRIDGE LN,12368.318494499948
120,FV,30.0,5330,Pave,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1550.0,1550.0,GasA,5,1,SBrkr,1550,0,0,1550,0.0,0.0,2,1,2,1,4,5,7,0,0,Attchd,2007.0,3,2.0,528.0,3,3,2,0,102,0,0,0,0,0,0,None,0,7,2007,New,Partial,207500.0,2814 NORTHRIDGE LN,12322.764662479482
120,FV,35.0,4274,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1106.0,1,0.0,135.0,1241.0,GasA,5,1,SBrkr,1241,0,0,1241,1.0,0.0,1,1,1,1,4,4,7,0,0,Attchd,2007.0,3,2.0,569.0,3,3,2,0,116,0,0,0,0,0,0,None,0,11,2007,New,Partial,199900.0,2810 NORTHRIDGE LN,12274.149764038362
160,FV,35.0,4251,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,625.0,625.0,GasA,5,1,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,4,5,7,0,0,Detchd,2006.0,2,2.0,528.0,3,3,2,0,54,0,0,0,0,0,0,None,0,6,2007,New,Partial,164700.0,2802 NORTHRIDGE LN,12161.958867497502
160,FV,24.0,2280,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,3,3,PConc,4,3,1,6,565.0,1,0.0,179.0,744.0,GasA,4,1,SBrkr,757,744,0,1501,1.0,0.0,2,1,3,1,3,6,7,1,3,Detchd,1999.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,None,0,9,2007,WD,Normal,176500.0,2705 BRISTOL DR,11922.487766480033
160,FV,34.0,3230,Pave,Pave,3,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,1,6,419.0,1,0.0,310.0,729.0,GasA,4,1,SBrkr,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,7,1,2,Detchd,1999.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,None,0,6,2007,WD,Normal,176000.0,2703 BRISTOL DR,11903.400526049878
160,FV,72.5,2117,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4,3,1,6,420.0,1,0.0,336.0,756.0,GasA,5,1,SBrkr,756,756,0,1512,0.0,0.0,2,1,2,1,4,4,7,1,3,Detchd,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,None,0,6,2007,WD,Normal,168500.0,2723 HAMPTON ST,11791.92852042068
160,FV,24.0,2117,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,1,6,417.0,1,0.0,339.0,756.0,GasA,5,1,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,4,4,7,0,0,Detchd,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,None,0,9,2007,WD,Normal,177000.0,2717 HAMPTON ST,11736.085179659367
160,FV,72.5,2117,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,436.0,1,0.0,320.0,756.0,GasA,5,1,SBrkr,769,756,0,1525,0.0,0.0,2,1,3,1,4,5,7,1,3,Detchd,2000.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2007,WD,Normal,177000.0,2709 HAMPTON ST,11657.606744903847
160,FV,72.5,5105,Pave,None,1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,239.0,1,0.0,312.0,551.0,GasA,5,1,SBrkr,551,551,0,1102,0.0,0.0,2,1,2,1,4,4,7,0,0,Detchd,2004.0,1,2.0,480.0,3,3,2,0,60,0,0,0,0,0,0,None,0,3,2007,WD,Normal,148800.0,2504 EATON AVE,11629.710765233118
160,FV,24.0,2645,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,1,0.0,1,0.0,776.0,776.0,GasA,5,1,SBrkr,764,677,0,1441,0.0,0.0,2,1,2,1,4,5,7,0,0,Detchd,1999.0,1,2.0,492.0,3,3,2,206,0,0,0,0,0,0,0,None,0,11,2007,WD,Normal,174000.0,2512 BRISTOL DR,11313.59047801563
60,FV,66.0,7399,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4,3,1,4,649.0,1,0.0,326.0,975.0,GasA,5,1,SBrkr,975,975,0,1950,0.0,0.0,2,1,3,1,4,7,7,1,3,Detchd,1997.0,2,2.0,576.0,3,3,2,0,10,0,0,198,0,0,0,None,0,6,2007,WD,Normal,239000.0,2509 CAMDEN DR,11174.707362244073
20,FV,73.0,7321,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,CemntBd,CemntBd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1339.0,1339.0,GasA,5,1,SBrkr,1358,0,0,1358,0.0,0.0,2,0,3,1,4,5,7,0,0,Detchd,1999.0,1,2.0,625.0,3,3,2,176,174,0,0,0,0,0,0,None,0,12,2007,COD,Normal,204000.0,2317 CAMDEN DR,10767.888673255022
60,FV,72.5,8010,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CemntBd,None,0.0,4,3,PConc,5,3,1,6,964.0,1,0.0,90.0,1054.0,GasA,5,1,SBrkr,1072,976,0,2048,1.0,0.0,2,1,3,1,4,8,7,2,4,Detchd,2003.0,1,2.0,552.0,3,3,2,0,48,0,0,180,0,0,0,None,0,8,2007,WD,Normal,301000.0,2311 CAMDEN DR,10717.10828283101
60,FV,106.0,8413,Pave,None,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,5,3,2,6,901.0,1,0.0,319.0,1220.0,GasA,5,1,SBrkr,1220,1142,0,2362,1.0,0.0,2,1,3,1,4,8,7,2,3,Attchd,1998.0,2,2.0,1105.0,4,3,2,147,0,36,0,144,0,0,0,None,0,6,2007,WD,Normal,312500.0,2614 CAMDEN DR,11279.573596331657
120,RL,50.0,9466,Pave,None,1,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,4,2,457.0,5,1037.0,0.0,1494.0,GasA,5,1,SBrkr,1494,0,0,1494,1.0,0.0,1,1,1,1,4,5,7,1,4,Attchd,1994.0,3,2.0,478.0,3,3,2,0,30,0,0,217,0,0,0,None,0,5,2007,WD,Normal,279700.0,2860 GREENSBORO CIR,11623.665323260002
20,RL,80.0,12000,Pave,None,3,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,6,1980,1980,Hip,CompShg,VinylSd,MetalSd,BrkFace,600.0,4,3,CBlock,4,3,1,6,1732.0,1,0.0,270.0,2002.0,GasA,5,1,SBrkr,2362,0,0,2362,1.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,1980.0,2,2.0,546.0,4,3,2,180,16,0,0,0,0,0,0,None,0,3,2007,WD,Normal,255000.0,2816 PINEHURST CIR,11236.976507093275
80,RL,80.0,16157,Pave,None,2,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,4,5,680.0,3,391.0,289.0,1360.0,GasA,5,1,SBrkr,1432,0,0,1432,1.0,0.0,1,1,2,1,4,5,7,1,3,Attchd,1978.0,1,2.0,588.0,3,3,2,168,180,0,0,0,0,0,0,None,0,6,2007,WD,Normal,194000.0,2804 PINEHURST CIR,11100.674361200381
20,RL,90.0,10768,Pave,None,2,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,4,4,CBlock,4,3,4,5,1157.0,1,0.0,280.0,1437.0,GasA,3,1,SBrkr,1437,0,0,1437,1.0,0.0,2,0,3,1,4,6,7,1,2,Attchd,1976.0,2,2.0,528.0,3,3,2,0,21,0,0,180,0,0,0,None,0,7,2007,WD,Normal,218000.0,2802 TORREY PINES CIR,10770.378401171954
120,RL,40.0,3840,Pave,None,2,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,6,1978,1998,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,4,6,881.0,2,176.0,0.0,1057.0,GasA,3,1,SBrkr,1295,0,0,1295,1.0,0.0,1,0,1,1,4,4,7,2,3,Attchd,1978.0,3,2.0,571.0,3,3,2,133,89,0,0,0,0,0,0,None,0,7,2007,WD,Normal,213750.0,2866 TORREY PINES RD,11439.158304384437
80,RL,80.0,9600,Pave,None,3,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3,3,1,1,0.0,1,0.0,528.0,528.0,GasA,5,1,SBrkr,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1976.0,2,2.0,512.0,3,3,2,113,100,0,0,0,0,0,0,None,0,8,2007,WD,Normal,187000.0,2106 TORREY PINES RD,10582.389824715006
20,RL,80.0,9600,Pave,None,3,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,5,978.0,1,0.0,284.0,1262.0,GasA,5,1,SBrkr,1262,0,0,1262,0.0,1.0,2,0,3,1,3,6,7,1,3,Attchd,1976.0,2,2.0,460.0,3,3,2,298,0,0,0,0,0,0,0,None,0,5,2007,WD,Normal,181500.0,2124 TORREY PINES RD,10748.521557479367
20,RL,94.0,17778,Pave,None,2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4,3,4,5,1632.0,3,829.0,0.0,2461.0,GasA,4,1,SBrkr,2497,0,0,2497,1.0,0.0,2,0,2,1,4,7,7,2,4,Attchd,1981.0,2,2.0,676.0,3,3,2,266,0,0,0,0,0,0,0,None,0,3,2007,WD,Normal,373000.0,3128 KINGMAN RD,12421.99243999178
90,RL,72.0,18890,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,3,3,CBlock,4,3,1,6,498.0,3,211.0,652.0,1361.0,GasA,5,1,SBrkr,1361,1259,0,2620,0.0,0.0,2,2,4,2,3,12,7,1,3,BuiltIn,1977.0,2,2.0,600.0,3,3,0,155,24,145,0,0,0,0,0,Gar2,8300,8,2007,WD,Normal,190000.0,2905 ONTARIO ST 2907,11897.180930014296
60,FV,72.5,7050,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,738.0,1,0.0,319.0,1057.0,GasA,5,1,SBrkr,1057,872,0,1929,1.0,0.0,2,1,3,1,4,7,7,1,3,Attchd,2001.0,3,2.0,650.0,3,3,2,0,235,0,0,0,0,0,0,None,0,5,2007,WD,Normal,226000.0,2634 SOMERSET DR,11206.975770849942
20,RL,78.0,11700,Pave,None,3,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,912.0,912.0,GasA,5,1,SBrkr,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,7,0,0,Attchd,1968.0,2,2.0,412.0,3,3,2,0,126,0,0,0,0,0,0,None,0,9,2007,CWD,Normal,143450.0,2537 EISENHOWER AVE,10161.589977993728
60,RL,80.0,8000,Pave,None,3,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525.0,3,3,CBlock,3,3,1,3,915.0,1,0.0,93.0,1008.0,GasA,3,1,SBrkr,1403,1008,0,2411,1.0,0.0,2,1,4,1,3,8,7,1,1,Attchd,1970.0,2,2.0,570.0,3,3,2,0,192,0,0,0,0,0,0,None,0,6,2007,WD,Normal,240050.0,2612 CLEVELAND DR,10338.586310723314
85,RL,80.0,8723,Pave,None,2,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,4,973.0,1,0.0,0.0,973.0,GasA,5,1,SBrkr,1082,0,0,1082,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1969.0,1,2.0,480.0,3,3,2,160,0,0,0,0,0,0,0,None,0,1,2007,WD,Normal,162500.0,2644 CLEVELAND DR,10452.28510216711
20,RL,130.0,11700,Pave,None,3,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,196.0,3,3,PConc,4,3,1,5,910.0,1,0.0,385.0,1295.0,GasA,2,1,SBrkr,1295,0,0,1295,1.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1968.0,3,2.0,528.0,3,3,2,0,194,0,0,200,0,0,0,None,0,4,2007,WD,Normal,164000.0,2708 EISENHOWER AVE,10832.454379407187
20,RL,108.0,11358,Pave,None,2,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,346.0,1,0.0,778.0,1124.0,GasA,3,1,SBrkr,1610,0,0,1610,0.0,0.0,2,0,3,1,4,8,7,1,3,Attchd,1972.0,2,2.0,515.0,3,3,2,202,0,0,0,256,0,0,0,None,0,5,2007,WD,Normal,185000.0,2703 PIERCE AVE,10025.098566680037
20,RL,80.0,9547,Pave,None,3,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1594.0,1594.0,GasA,5,1,SBrkr,1594,0,0,1594,0.0,0.0,2,0,2,1,4,6,7,1,3,Attchd,1993.0,2,2.0,472.0,3,3,2,190,80,0,0,0,0,0,0,None,0,7,2007,WD,Normal,188500.0,2149 PRAIRIE VIEW EAST,9591.756452605057
60,RL,78.0,10530,Pave,None,3,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194.0,4,3,PConc,4,3,1,6,819.0,1,0.0,329.0,1148.0,GasA,5,1,SBrkr,1091,984,0,2075,1.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,1993.0,1,2.0,473.0,3,3,2,235,86,0,0,0,0,0,0,None,0,8,2007,WD,Normal,255000.0,2025 PRAIRIE VIEW EAST,9227.677608600306
